,venue,latitude,longitude,category,center_lat,center_long
23,Big Lots,42.96905292119372,-74.18455026596445,Big Box Store,42.96279672858302,-74.16931888864342
24,GNC,42.96461486816406,-74.19066619873047,Supplement Shop,42.96279672858302,-74.16931888864342
25,Starbucks,42.964615,-74.19067,Coffee Shop,42.96279672858302,-74.16931888864342
26,Maurices,42.96404647827149,-74.18885803222656,Women's Store,42.96279672858302,-74.16931888864342
27,Wendy’s,42.9613728,-74.1856665,Fast Food,42.96279672858302,-74.16931888864342
28,Target,42.96530462882034,-74.19028463236829,Big Box Store,42.96279672858302,-74.16931888864342
29,AT&T,42.974472,-74.187447,Mobile Phones,42.96279672858302,-74.16931888864342
30,GameStop,42.96388066193872,-74.18608580217709,Video Games,42.96279672858302,-74.16931888864342
31,Sally Beauty,42.96313095092773,-74.18412017822266,Cosmetics,42.96279672858302,-74.16931888864342
32,The UPS Store,42.9687932,-74.1848616,Shipping Store,42.96279672858302,-74.16931888864342
33,Dunkin',42.968776050682415,-74.18780661006696,Donuts,42.96279672858302,-74.16931888864342
34,Verizon Wireless,42.96446361270334,-74.18752477153775,Mobile Phones,42.96279672858302,-74.16931888864342
35,Market 32,42.962612,-74.184078,Supermarket,42.96279672858302,-74.16931888864342
36,JOANN Fabrics and Crafts,42.96646900227011,-74.18996660107587,Fabric Shop,42.96279672858302,-74.16931888864342
37,PetSmart,42.9636833,-74.1895719,Pet Store,42.96279672858302,-74.16931888864342
38,Save-A-Lot,42.966339111328125,-74.187255859375,Grocery Store,42.96279672858302,-74.16931888864342
39,ALDI,42.96845737350069,-74.18794736441805,Grocery Store,42.96279672858302,-74.16931888864342
40,Dollar Tree,42.96369,-74.189429,Discount Store,42.96279672858302,-74.16931888864342
41,Pizza Hut,42.972624243478506,-74.18839797377586,Pizza,42.96279672858302,-74.16931888864342
42,Burger King,42.969489042208906,-74.18776094913483,Fast Food,42.96279672858302,-74.16931888864342
43,Smokers Choice,42.97445297241211,-74.18740844726562,Smoke Shop,42.96279672858302,-74.16931888864342
44,China One,42.97443,-74.18779682,Chinese,42.96279672858302,-74.16931888864342
45,Cronies,42.97540027601325,-74.15142368558294,American,42.96279672858302,-74.16931888864342
46,CP's Family Restaurant,42.974773760108455,-74.15049785666632,American,42.96279672858302,-74.16931888864342
47,Mosher Marsh Preserve,42.954045,-74.146305,Trail,42.96279672858302,-74.16931888864342
48,Baias Two Restaurant,42.96263122558594,-74.19641876220703,Food,42.96279672858302,-74.16931888864342
49,Amsterdam Muni Club House,42.96263122558594,-74.19641876220703,Food,42.96279672858302,-74.16931888864342
50,Amsterdam Golf Course,42.96217672120424,-74.19688066584501,Golf Course,42.96279672858302,-74.16931888864342
51,Town And Country Deli And Cafe,42.97809618381429,-74.18809935749918,Deli / Bodega,42.96279672858302,-74.16931888864342
52,A & B Home Service LLC,42.9457861,-74.15186109999999,Construction,42.96279672858302,-74.16931888864342
53,Amsterdam Family YMCA,42.97986765286037,-74.15092217712005,Gym / Fitness,42.96279672858302,-74.16931888864342
0,Menchie's,42.96517372611138,-74.1876168296771,Yogurt,42.9630150632177,-74.19996904935716
1,Recovery Sports Grill,42.95869899554722,-74.18511209032962,American,42.9630150632177,-74.19996904935716
2,Ruby Tuesday,42.966325,-74.186147,American,42.9630150632177,-74.19996904935716
3,Planet Fitness - Temporarily Closed,42.96157411831251,-74.18423306587076,Gym / Fitness,42.9630150632177,-74.19996904935716
4,Bosco's Restaurant & Bar,42.94511469723591,-74.20073789155079,Italian,42.9630150632177,-74.19996904935716
5,Five Guys,42.9706209,-74.1868046,Burgers,42.9630150632177,-74.19996904935716
6,Moe's Southwest Grill,42.96481887045751,-74.18785876942839,Mexican,42.9630150632177,-74.19996904935716
7,Full House Buffet,42.96889186583037,-74.184887468128,Chinese,42.9630150632177,-74.19996904935716
8,SUBWAY,42.97138139219396,-74.1868864809212,Sandwiches,42.9630150632177,-74.19996904935716
9,Panera Bread,42.9653518,-74.1874071,Bakery,42.9630150632177,-74.19996904935716
10,China Wok,42.96283732956107,-74.18426653137598,Chinese,42.9630150632177,-74.19996904935716
11,The Home Depot,42.9678054,-74.1834161,Hardware,42.9630150632177,-74.19996904935716
12,Michaels,42.96375944640284,-74.18717942576029,Arts & Crafts,42.9630150632177,-74.19996904935716
13,Solar Nails,42.96999396499992,-74.18640773629026,Nail Salon,42.9630150632177,-74.19996904935716
14,Walgreens,42.95944351307722,-74.18505738149179,Pharmacy,42.9630150632177,-74.19996904935716
15,Kohl's,42.965363,-74.190103,Department Store,42.9630150632177,-74.19996904935716
16,GNC,42.96461486816406,-74.19066619873047,Supplement Shop,42.9630150632177,-74.19996904935716
17,Starbucks,42.964615,-74.19067,Coffee Shop,42.9630150632177,-74.19996904935716
18,Taco Bell,42.96390695478654,-74.18598430253019,Fast Food,42.9630150632177,-74.19996904935716
19,Target,42.96530462882034,-74.19028463236829,Big Box Store,42.9630150632177,-74.19996904935716
20,Maurices,42.96404647827149,-74.18885803222656,Women's Store,42.9630150632177,-74.19996904935716
21,Hannaford Supermarket,42.9677168,-74.1855717,Supermarket,42.9630150632177,-74.19996904935716
22,SUBWAY,42.96361195959207,-74.18436017078292,Sandwiches,42.9630150632177,-74.19996904935716
23,Walmart Pharmacy,42.9644660949707,-74.18434143066406,Pharmacy,42.9630150632177,-74.19996904935716
24,Lowe's,42.9723869,-74.1860513,Hardware,42.9630150632177,-74.19996904935716
25,JOANN Fabrics and Crafts,42.96646900227011,-74.18996660107587,Fabric Shop,42.9630150632177,-74.19996904935716
26,AT&T,42.974472,-74.187447,Mobile Phones,42.9630150632177,-74.19996904935716
27,Big Lots,42.96905292119372,-74.18455026596445,Big Box Store,42.9630150632177,-74.19996904935716
28,Wendy’s,42.9613728,-74.1856665,Fast Food,42.9630150632177,-74.19996904935716
29,Stewart's Shops,42.9443769344506,-74.19830235343262,Convenience Store,42.9630150632177,-74.19996904935716
30,GameStop,42.96388066193872,-74.18608580217709,Video Games,42.9630150632177,-74.19996904935716
31,PetSmart,42.9636833,-74.1895719,Pet Store,42.9630150632177,-74.19996904935716
32,Dunkin',42.968776050682415,-74.18780661006696,Donuts,42.9630150632177,-74.19996904935716
33,Verizon Wireless,42.96446361270334,-74.18752477153775,Mobile Phones,42.9630150632177,-74.19996904935716
34,Dollar General,42.943622,-74.198327,Discount Store,42.9630150632177,-74.19996904935716
35,Russo's Grill,42.94759064565539,-74.2090091486261,Italian,42.9630150632177,-74.19996904935716
36,The UPS Store,42.9687932,-74.1848616,Shipping Store,42.9630150632177,-74.19996904935716
37,Sally Beauty,42.96313095092773,-74.18412017822266,Cosmetics,42.9630150632177,-74.19996904935716
38,Dollar Tree,42.96369,-74.189429,Discount Store,42.9630150632177,-74.19996904935716
39,Market 32,42.962612,-74.184078,Supermarket,42.9630150632177,-74.19996904935716
40,ALDI,42.96845737350069,-74.18794736441805,Grocery Store,42.9630150632177,-74.19996904935716
41,Rite Aid,42.943515,-74.186924,Pharmacy,42.9630150632177,-74.19996904935716
42,Save-A-Lot,42.966339111328125,-74.187255859375,Grocery Store,42.9630150632177,-74.19996904935716
43,Enterprise Rent-A-Car,42.9810207,-74.1895102,Rental Car,42.9630150632177,-74.19996904935716
44,Pizza Hut,42.972624243478506,-74.18839797377586,Pizza,42.9630150632177,-74.19996904935716
45,Shuttleworth Park,42.9599151351797,-74.17148998660008,Baseball Field,42.9630150632177,-74.19996904935716
46,Burger King,42.969489042208906,-74.18776094913483,Fast Food,42.9630150632177,-74.19996904935716
47,Stewart's Shops,42.94266119385279,-74.18823990608433,Convenience Store,42.9630150632177,-74.19996904935716
48,Amsterdam Golf Course,42.96217672120424,-74.19688066584501,Golf Course,42.9630150632177,-74.19996904935716
49,Amsterdam Muni Club House,42.96263122558594,-74.19641876220703,Food,42.9630150632177,-74.19996904935716
50,McDonald's,42.94410323854645,-74.18753832578659,Fast Food,42.9630150632177,-74.19996904935716
51,China One,42.97443,-74.18779682,Chinese,42.9630150632177,-74.19996904935716
52,Smokers Choice,42.97445297241211,-74.18740844726562,Smoke Shop,42.9630150632177,-74.19996904935716
53,West End Wine & Liquor,42.94813919067383,-74.20643615722656,Wine Shop,42.9630150632177,-74.19996904935716
54,Town And Country Deli And Cafe,42.97809618381429,-74.18809935749918,Deli / Bodega,42.9630150632177,-74.19996904935716
55,Amsterdam Amtrak Station,42.95365720309619,-74.21965927780462,Train Station,42.9630150632177,-74.19996904935716
56,Rustic Loft Pub & Grill,42.979088,-74.18913,Pub,42.9630150632177,-74.19996904935716
57,Erie Canal Lock 11,42.94666953859559,-74.21020190768992,Canal Lock,42.9630150632177,-74.19996904935716
58,Marcellino's Pizza,42.944034576416016,-74.20146179199219,Pizza,42.9630150632177,-74.19996904935716
0,Stewart's Shops,42.95689148,-74.23179061,Gas Station,42.96322519171602,-74.23061954582069
1,Russo's Grill,42.94759064565539,-74.2090091486261,Italian,42.96322519171602,-74.23061954582069
2,Amsterdam Amtrak Station,42.95365720309619,-74.21965927780462,Train Station,42.96322519171602,-74.23061954582069
3,JME Electric LLC,42.96765,-74.25235,Construction,42.96322519171602,-74.23061954582069
4,Blue Jay Inspections LLC,42.9743794,-74.2539713,Home Services,42.96322519171602,-74.23061954582069
5,Erie Canal Lock 11,42.94666953859559,-74.21020190768992,Canal Lock,42.96322519171602,-74.23061954582069
0,Furman Process,42.95872497558594,-74.26152801513672,Lawyer,42.96342711383398,-74.26127036517705
1,Rolling Hills,42.956899889571886,-74.26604335042589,Golf Course,42.96342711383398,-74.26127036517705
2,JME Electric LLC,42.96765,-74.25235,Construction,42.96342711383398,-74.26127036517705
3,Tribes Hill Fish And Game Club,42.95696640014648,-74.27324676513672,Gun Range,42.96342711383398,-74.26127036517705
4,Blue Jay Inspections LLC,42.9743794,-74.2539713,Home Services,42.96342711383398,-74.26127036517705
5,Waterfall,42.972033,-74.277131,Waterfall,42.96342711383398,-74.26127036517705
6,Kozy Corner,42.955229,-74.285862,Bar,42.96342711383398,-74.26127036517705
7,Schoharie Crossing Yankee Hill Lock,42.952910542665535,-74.23815429210663,Park,42.96342711383398,-74.26127036517705
8,"Tribes Hill, NY",42.95679923585794,-74.28843666779173,Brewery,42.96342711383398,-74.26127036517705
0,Brown's Brewing Co. Walloomsac,42.92511673982978,-73.34323420468148,Brewery,42.93408950935818,-73.32714844083554
1,United States Postal Service,42.92754343076077,-73.34363624453545,Post Office,42.93408950935818,-73.32714844083554
2,Theresa's Country Cuisine,42.924686431884766,-73.32279968261719,Restaurant,42.93408950935818,-73.32714844083554
3,Hathaways Drive-in,42.92573476820147,-73.3375230374768,Movie Theater,42.93408950935818,-73.32714844083554
4,Stewart's Shops,42.9280383454874,-73.34248423576355,Gas Station,42.93408950935818,-73.32714844083554
5,Brown’s Walloomsac Brewery,42.926502,-73.34465,Brewery,42.93408950935818,-73.32714844083554
0,Brown's Brewing Co. Walloomsac,42.92511673982978,-73.34323420468148,Brewery,42.93453307983433,-73.35777468062876
1,Benson's Diner,42.95146826585427,-73.37497631770937,Diner,42.93453307983433,-73.35777468062876
2,United States Postal Service,42.92754343076077,-73.34363624453545,Post Office,42.93453307983433,-73.35777468062876
3,Sorel's Diner,42.93532180786133,-73.36338806152344,Diner,42.93453307983433,-73.35777468062876
4,Brown’s Walloomsac Brewery,42.926502,-73.34465,Brewery,42.93453307983433,-73.35777468062876
5,Stewart's Shops,42.9280383454874,-73.34248423576355,Gas Station,42.93453307983433,-73.35777468062876
6,Hathaways Drive-in,42.92573476820147,-73.3375230374768,Movie Theater,42.93453307983433,-73.35777468062876
7,Paraco Gas,42.91774164327184,-73.34992427340465,Home Services,42.93453307983433,-73.35777468062876
0,Benson's Diner,42.95146826585427,-73.37497631770937,Diner,42.93496846015936,-73.38840160846247
1,United States Postal Service,42.94963789087905,-73.39617401361465,Post Office,42.93496846015936,-73.38840160846247
2,Eagle Bridge Inn,42.95008018859884,-73.3952553350463,Restaurant,42.93496846015936,-73.38840160846247
3,Sorel's Diner,42.93532180786133,-73.36338806152344,Diner,42.93496846015936,-73.38840160846247
0,Dutchhaven,42.94063789719459,-73.45475597971311,Golf Course,42.93581464834576,-73.44965747702925
1,In The Boondocks!,42.93497905535941,-73.43178984918129,Farm,42.93581464834576,-73.44965747702925
0,Old Stable Pizzeria,42.92374420166016,-73.51675415039062,Food,42.93662806999172,-73.51091594407411
1,"Pemrick Farms Construction, Trucking, & Excavation",42.93964385986328,-73.49199676513672,Construction,42.93662806999172,-73.51091594407411
2,Marpe Country Store LLC,42.9210581,-73.5004854,American,42.93662806999172,-73.51091594407411
3,The Quenelle,42.92042564586512,-73.50068092346191,Bakery,42.93662806999172,-73.51091594407411
0,D L Construction,42.93601989746094,-73.5510025024414,Construction,42.93740872132327,-73.57217690710779
1,QUALITY RETAIL SYSTEMS INC,42.91988352920924,-73.59018087387085,Office Supplies,42.93740872132327,-73.57217690710779
0,None,42.93778675698328,-73.60280829258528,None,42.93778675698328,-73.60280829258528
0,Stewart's Shops,42.939121448101055,-73.65201472106182,Convenience Store,42.93815659871823,-73.63344026361457
1,United States Postal Service,42.937974,-73.65401999999999,Post Office,42.93815659871823,-73.63344026361457
2,Liberty Ridge Farm,42.923233228826334,-73.64262051612756,Farm,42.93815659871823,-73.63344026361457
3,Squires Brick Oven Pizzeria,42.93822479248047,-73.65421295166016,Pizza,42.93815659871823,-73.63344026361457
4,Stillwater Wood,42.937766,-73.654635,Furniture / Home,42.93815659871823,-73.63344026361457
5,Dom's Pizza,42.937904,-73.655309,Pizza,42.93815659871823,-73.63344026361457
6,Patch Pros Drywall Repair & Painting,42.9548626,-73.63336149999999,Construction,42.93815659871823,-73.63344026361457
0,Stewart's Shops,42.939121448101055,-73.65201472106182,Convenience Store,42.93851824609905,-73.66407280737728
1,United States Postal Service,42.937974,-73.65401999999999,Post Office,42.93851824609905,-73.66407280737728
2,Dom's Pizza,42.937904,-73.655309,Pizza,42.93851824609905,-73.66407280737728
3,Stillwater Wood,42.937766,-73.654635,Furniture / Home,42.93851824609905,-73.66407280737728
4,Liberty Ridge Farm,42.923233228826334,-73.64262051612756,Farm,42.93851824609905,-73.66407280737728
5,Upstates Finest Electric,42.95376900000001,-73.6463775,Home Services,42.93851824609905,-73.66407280737728
0,None,42.938871698706194,-73.69470591105346,None,42.938871698706194,-73.69470591105346
0,Crow Hill Country Crafts,42.931251525878906,-73.73473358154297,Arts & Crafts,42.939216956129606,-73.72533956182168
1,Mechanicville Reservoir,42.923215,-73.721841,Fishing Spot,42.939216956129606,-73.72533956182168
0,Round Lake Airport (W57),42.93243741273342,-73.76911640167236,Airport,42.9395540179687,-73.75597374685913
1,Tri-State Drywall Inc,42.9236847,-73.760462,Construction,42.9395540179687,-73.75597374685913
2,Crow Hill Country Crafts,42.931251525878906,-73.73473358154297,Arts & Crafts,42.9395540179687,-73.75597374685913
3,100 Acre Woods,42.95661410892748,-73.76669783379319,Trail,42.9395540179687,-73.75597374685913
4,Luther Forest Athletic Fields,42.95978032271388,-73.76211288777559,Baseball Field,42.9395540179687,-73.75597374685913
5,Nordic Concrete Pumping,42.917951,-73.7601169,Construction,42.9395540179687,-73.75597374685913
0,Stewart's Shops,42.93632331,-73.80798839,Convenience Store,42.940203553339146,-73.81724366844314
1,Hannaford Supermarket,42.93436898467688,-73.81213496560667,Supermarket,42.940203553339146,-73.81724366844314
2,Leah's Cakery,42.937222,-73.79734,Bakery,42.940203553339146,-73.81724366844314
3,Dan's Ice Cream & Mini Golf,42.936604,-73.80753,Ice Cream,42.940203553339146,-73.81724366844314
4,Lake Ridge Restaurant,42.93797930117561,-73.79483987857725,American,42.940203553339146,-73.81724366844314
5,Saratoga Wine Exchange,42.93448,-73.81199,Liquor Store,42.940203553339146,-73.81724366844314
6,United States Postal Service,42.9367456,-73.7947444,Post Office,42.940203553339146,-73.81724366844314
7,Zack's Sports,42.931936,-73.7915982,Hobbies,42.940203553339146,-73.81724366844314
8,Exit 11 Gulf Truck Stop,42.93673321193021,-73.80684276032103,Gas Station,42.940203553339146,-73.81724366844314
9,Trustco Bank,42.9349431,-73.8108289,Bank,42.940203553339146,-73.81724366844314
10,Mulligans Motel,42.93729478634939,-73.80611384098438,Hotel,42.940203553339146,-73.81724366844314
11,Round Lake Auditorium,42.93675291542127,-73.79382615179655,Theater,42.940203553339146,-73.81724366844314
12,Round Lake NY,42.935762026120486,-73.79078718230122,Lake,42.940203553339146,-73.81724366844314
13,Villa Pizza,42.9319850880295,-73.79116059314947,Pizza,42.940203553339146,-73.81724366844314
14,Longkill Road Soccer ⚽ Fields,42.919408433933405,-73.82157686051816,Soccer Field,42.940203553339146,-73.81724366844314
0,Lakeside Farms,42.92663548447759,-73.8558295870026,Farm,42.94051602611684,-73.84787937933704
1,Villago Pizzeria And Ristorante,42.95085400043013,-73.84923135395373,Italian,42.94051602611684,-73.84787937933704
2,Wm. H Buckley Farm,42.93261784471386,-73.87564944468873,Farm,42.94051602611684,-73.84787937933704
3,Lake,42.94352737701552,-73.85780604433903,Boat / Ferry,42.94051602611684,-73.84787937933704
4,Lakeside Farm Cider Mill & Market,42.92670471314642,-73.85587069662763,Breakfast,42.94051602611684,-73.84787937933704
5,Vander Molen Fire Appratus Sales And Service,42.952419,-73.86691,Auto Dealer,42.94051602611684,-73.84787937933704
6,Anchor Diamond Park,42.941047,-73.87461,Preserve,42.94051602611684,-73.84787937933704
0,Wm. H Buckley Farm,42.93261784471386,-73.87564944468873,Farm,42.9408203018029,-73.87851557319492
1,Lakeside Farms,42.92663548447759,-73.8558295870026,Farm,42.9408203018029,-73.87851557319492
2,Anchor Diamond Park,42.941047,-73.87461,Preserve,42.9408203018029,-73.87851557319492
3,Lake,42.94352737701552,-73.85780604433903,Boat / Ferry,42.9408203018029,-73.87851557319492
4,Sportline Power Products,42.9221612,-73.8836508,Motorsports Shop,42.9408203018029,-73.87851557319492
5,Lakeside Farm Cider Mill & Market,42.92670471314642,-73.85587069662763,Breakfast,42.9408203018029,-73.87851557319492
0,Ellms Family farm,42.94710985344169,-73.9230166612376,Farm,42.94111638004425,-73.90915223718717
1,Oktobeerfest,42.94654083251953,-73.92339324951172,Beer Garden,42.94111638004425,-73.90915223718717
2,Saratoga Brewfest,42.94731733307717,-73.92309129328817,Brewery,42.94111638004425,-73.90915223718717
3,Knight Orchard,42.930843,-73.900635,Farmer's Market,42.94111638004425,-73.90915223718717
4,Ellms Christmas Tree Farm,42.94856796911324,-73.93034194730454,Farm,42.94111638004425,-73.90915223718717
5,Jenkins Park,42.92203501699952,-73.90802652037448,Park,42.94111638004425,-73.90915223718717
6,JC Platt Builders LLC,42.94043,-73.93656,Construction,42.94111638004425,-73.90915223718717
0,Ellms Family farm,42.94710985344169,-73.9230166612376,Farm,42.94140426049732,-73.93978935848294
1,Charlton Tavern,42.93414263060374,-73.96018283258348,American,42.94140426049732,-73.93978935848294
2,Ellms Christmas Tree Farm,42.94856796911324,-73.93034194730454,Farm,42.94140426049732,-73.93978935848294
3,Oktobeerfest,42.94654083251953,-73.92339324951172,Beer Garden,42.94140426049732,-73.93978935848294
4,Saratoga Brewfest,42.94731733307717,-73.92309129328817,Brewery,42.94140426049732,-73.93978935848294
5,Charlton House,42.93409287929535,-73.9600521326065,American,42.94140426049732,-73.93978935848294
6,Elmer Smith Park,42.92834823619019,-73.96480037184564,Playground,42.94140426049732,-73.93978935848294
0,Nell & Lo's Coffee Shoppe,42.963357,-74.028228,Breakfast,42.94221871183365,-74.03170333786511
0,Northwood Construction,42.93257880611165,-74.0602970123291,Construction,42.94247379788792,-74.06234216004293
0,The Shoe Factory,42.95673370361328,-74.11222076416016,Men's Store,42.94272068457861,-74.09298137535261
0,Cappies Drive In,42.94634494579091,-74.14772874321508,Ice Cream,42.94295937161919,-74.12362097095654
1,AAA Mart,42.94665145874024,-74.1446304321289,Shops,42.94295937161919,-74.12362097095654
2,The Shoe Factory,42.95673370361328,-74.11222076416016,Men's Store,42.94295937161919,-74.12362097095654
3,Mosher Marsh Preserve,42.954045,-74.146305,Trail,42.94295937161919,-74.12362097095654
4,A & B Home Service LLC,42.9457861,-74.15186109999999,Construction,42.94295937161919,-74.12362097095654
0,Europa Cafe,42.94895697866916,-74.17546252897155,Café,42.94318985873261,-74.15426093401615
1,Cappies Drive In,42.94634494579091,-74.14772874321508,Ice Cream,42.94318985873261,-74.15426093401615
2,Shuttleworth Park,42.9599151351797,-74.17148998660008,Baseball Field,42.94318985873261,-74.15426093401615
3,A & B Home Service LLC,42.9457861,-74.15186109999999,Construction,42.94318985873261,-74.15426093401615
4,AAA Mart,42.94665145874024,-74.1446304321289,Shops,42.94318985873261,-74.15426093401615
5,Dunkin',42.93782455558784,-74.17959394980454,Donuts,42.94318985873261,-74.15426093401615
6,Mosher Marsh Preserve,42.954045,-74.146305,Trail,42.94318985873261,-74.15426093401615
7,Goodfellas Pizzeria,42.9532186186656,-74.17222870042559,Pizza,42.94318985873261,-74.15426093401615
8,Pagles Produce,42.953606,-74.172297,Food,42.94318985873261,-74.15426093401615
9,Damiano's Flowers,42.953743,-74.172315,Flower Shop,42.94318985873261,-74.15426093401615
0,Bosco's Restaurant & Bar,42.94511469723591,-74.20073789155079,Italian,42.94341214565138,-74.18490125169183
1,Recovery Sports Grill,42.95869899554722,-74.18511209032962,American,42.94341214565138,-74.18490125169183
2,Rite Aid,42.943515,-74.186924,Pharmacy,42.94341214565138,-74.18490125169183
3,Europa Cafe,42.94895697866916,-74.17546252897155,Café,42.94341214565138,-74.18490125169183
4,Parillo's Armory Grill,42.93343974792485,-74.1986015502217,Italian,42.94341214565138,-74.18490125169183
5,Planet Fitness - Temporarily Closed,42.96157411831251,-74.18423306587076,Gym / Fitness,42.94341214565138,-74.18490125169183
6,Stewart's Shops,42.92922356685814,-74.20374858023649,Convenience Store,42.94341214565138,-74.18490125169183
7,Stewart's Shops,42.9443769344506,-74.19830235343262,Convenience Store,42.94341214565138,-74.18490125169183
8,Dollar General,42.943622,-74.198327,Discount Store,42.94341214565138,-74.18490125169183
9,Menchie's,42.96517372611138,-74.1876168296771,Yogurt,42.94341214565138,-74.18490125169183
10,Walgreens,42.95944351307722,-74.18505738149179,Pharmacy,42.94341214565138,-74.18490125169183
11,Stewart's Shops,42.93404,-74.186195,Convenience Store,42.94341214565138,-74.18490125169183
12,China Wok,42.96283732956107,-74.18426653137598,Chinese,42.94341214565138,-74.18490125169183
13,Moe's Southwest Grill,42.96481887045751,-74.18785876942839,Mexican,42.94341214565138,-74.18490125169183
14,Stewart's Shops,42.94266119385279,-74.18823990608433,Convenience Store,42.94341214565138,-74.18490125169183
15,Michaels,42.96375944640284,-74.18717942576029,Arts & Crafts,42.94341214565138,-74.18490125169183
16,Domino's Pizza,42.938624,-74.19191500000001,Pizza,42.94341214565138,-74.18490125169183
17,Panera Bread,42.9653518,-74.1874071,Bakery,42.94341214565138,-74.18490125169183
18,Taco Bell,42.96390695478654,-74.18598430253019,Fast Food,42.94341214565138,-74.18490125169183
19,Russo's Grill,42.94759064565539,-74.2090091486261,Italian,42.94341214565138,-74.18490125169183
20,SUBWAY,42.96361195959207,-74.18436017078292,Sandwiches,42.94341214565138,-74.18490125169183
21,Kohl's,42.965363,-74.190103,Department Store,42.94341214565138,-74.18490125169183
22,GNC,42.96461486816406,-74.19066619873047,Supplement Shop,42.94341214565138,-74.18490125169183
23,Walmart Pharmacy,42.9644660949707,-74.18434143066406,Pharmacy,42.94341214565138,-74.18490125169183
24,Starbucks,42.964615,-74.19067,Coffee Shop,42.94341214565138,-74.18490125169183
25,Maurices,42.96404647827149,-74.18885803222656,Women's Store,42.94341214565138,-74.18490125169183
26,Wendy’s,42.9613728,-74.1856665,Fast Food,42.94341214565138,-74.18490125169183
27,Target,42.96530462882034,-74.19028463236829,Big Box Store,42.94341214565138,-74.18490125169183
28,McDonald's,42.94410323854645,-74.18753832578659,Fast Food,42.94341214565138,-74.18490125169183
29,GameStop,42.96388066193872,-74.18608580217709,Video Games,42.94341214565138,-74.18490125169183
30,Shuttleworth Park,42.9599151351797,-74.17148998660008,Baseball Field,42.94341214565138,-74.18490125169183
31,La Cucina,42.9343376159668,-74.19942474365234,Italian,42.94341214565138,-74.18490125169183
32,Sally Beauty,42.96313095092773,-74.18412017822266,Cosmetics,42.94341214565138,-74.18490125169183
33,Verizon Wireless,42.96446361270334,-74.18752477153775,Mobile Phones,42.94341214565138,-74.18490125169183
34,PetSmart,42.9636833,-74.1895719,Pet Store,42.94341214565138,-74.18490125169183
35,Market 32,42.962612,-74.184078,Supermarket,42.94341214565138,-74.18490125169183
36,Dunkin',42.93782455558784,-74.17959394980454,Donuts,42.94341214565138,-74.18490125169183
37,Dollar Tree,42.96369,-74.189429,Discount Store,42.94341214565138,-74.18490125169183
38,Dunkin',42.927091420263466,-74.20058073865889,Donuts,42.94341214565138,-74.18490125169183
39,Amsterdam Golf Course,42.96217672120424,-74.19688066584501,Golf Course,42.94341214565138,-74.18490125169183
40,Baias Two Restaurant,42.96263122558594,-74.19641876220703,Food,42.94341214565138,-74.18490125169183
41,Amsterdam Muni Club House,42.96263122558594,-74.19641876220703,Food,42.94341214565138,-74.18490125169183
0,Bosco's Restaurant & Bar,42.94511469723591,-74.20073789155079,Italian,42.943626232117474,-74.21554191114308
1,Stewart's Shops,42.92922356685814,-74.20374858023649,Convenience Store,42.943626232117474,-74.21554191114308
2,Parillo's Armory Grill,42.93343974792485,-74.1986015502217,Italian,42.943626232117474,-74.21554191114308
3,Russo's Grill,42.94759064565539,-74.2090091486261,Italian,42.943626232117474,-74.21554191114308
4,Stewart's Shops,42.9443769344506,-74.19830235343262,Convenience Store,42.943626232117474,-74.21554191114308
5,Dollar General,42.943622,-74.198327,Discount Store,42.943626232117474,-74.21554191114308
6,Rite Aid,42.943515,-74.186924,Pharmacy,42.943626232117474,-74.21554191114308
7,Stewart's Shops,42.95689148,-74.23179061,Gas Station,42.943626232117474,-74.21554191114308
8,Redbox,42.942715,-74.187999,Video Store,42.943626232117474,-74.21554191114308
9,Domino's Pizza,42.938624,-74.19191500000001,Pizza,42.943626232117474,-74.21554191114308
10,La Cucina,42.9343376159668,-74.19942474365234,Italian,42.943626232117474,-74.21554191114308
11,Stewart's Shops,42.94266119385279,-74.18823990608433,Convenience Store,42.943626232117474,-74.21554191114308
12,Erie Canal Lock 11,42.94666953859559,-74.21020190768992,Canal Lock,42.943626232117474,-74.21554191114308
13,West End Wine & Liquor,42.94813919067383,-74.20643615722656,Wine Shop,42.943626232117474,-74.21554191114308
14,Marcellino's Pizza,42.944034576416016,-74.20146179199219,Pizza,42.943626232117474,-74.21554191114308
15,Amsterdam Amtrak Station,42.95365720309619,-74.21965927780462,Train Station,42.943626232117474,-74.21554191114308
16,McDonald's,42.94410323854645,-74.18753832578659,Fast Food,42.943626232117474,-74.21554191114308
17,AAA Amsterdam,42.930944,-74.20867,Travel,42.943626232117474,-74.21554191114308
18,Domadie's,42.93074035644531,-74.20816040039062,American,42.943626232117474,-74.21554191114308
19,Southside Beverage,42.93074035644531,-74.20816040039062,Beer Store,42.943626232117474,-74.21554191114308
20,Dunkin',42.927091420263466,-74.20058073865889,Donuts,42.943626232117474,-74.21554191114308
21,Lorenzo’s Southside,42.934078,-74.199018,Italian,42.943626232117474,-74.21554191114308
22,Sharpshooters,42.93674273667557,-74.19258114085325,Bar,42.943626232117474,-74.21554191114308
23,Valley Mini Mart,42.92876585738973,-74.20115142827675,Convenience Store,42.943626232117474,-74.21554191114308
24,Fariello's,42.94754409790039,-74.18962860107422,Ice Cream,42.943626232117474,-74.21554191114308
25,Amsterdam Waterfront Fndtn,42.93663024902344,-74.19001770019531,Seafood,42.943626232117474,-74.21554191114308
